id;nome;descrição;preço;estoque
881;Produto 881;Descrição detalhada do Produto 881;797.15;499
882;Produto 882;Descrição detalhada do Produto 882;1118.89;453
883;Produto 883;Descrição detalhada do Produto 883;76.75;288
884;Produto 884;Descrição detalhada do Produto 884;359.22;191
885;Produto 885;Descrição detalhada do Produto 885;690.46;2
886;Produto 886;Descrição detalhada do Produto 886;1490.27;148
887;Produto 887;Descrição detalhada do Produto 887;1482.42;402
888;Produto 888;Descrição detalhada do Produto 888;1389.35;415
889;Produto 889;Descrição detalhada do Produto 889;1013.22;81
890;Produto 890;Descrição detalhada do Produto 890;949.96;179
891;Produto 891;Descrição detalhada do Produto 891;240.43;210
892;Produto 892;Descrição detalhada do Produto 892;955.6;9
893;Produto 893;Descrição detalhada do Produto 893;1347.33;50
894;Produto 894;Descrição detalhada do Produto 894;207.87;229
895;Produto 895;Descrição detalhada do Produto 895;1235.35;118
896;Produto 896;Descrição detalhada do Produto 896;219.57;476
897;Produto 897;Descrição detalhada do Produto 897;1270.62;68
898;Produto 898;Descrição detalhada do Produto 898;369.53;425
899;Produto 899;Descrição detalhada do Produto 899;1198.4;309
900;Produto 900;Descrição detalhada do Produto 900;422.16;292
901;Produto 901;Descrição detalhada do Produto 901;854.61;409
902;Produto 902;Descrição detalhada do Produto 902;1055.48;109
903;Produto 903;Descrição detalhada do Produto 903;455.88;146
904;Produto 904;Descrição detalhada do Produto 904;1256.47;200
905;Produto 905;Descrição detalhada do Produto 905;1320.89;129
906;Produto 906;Descrição detalhada do Produto 906;906.27;192
907;Produto 907;Descrição detalhada do Produto 907;772.52;244
908;Produto 908;Descrição detalhada do Produto 908;284.9;439
909;Produto 909;Descrição detalhada do Produto 909;840.12;229
910;Produto 910;Descrição detalhada do Produto 910;755.57;196
911;Produto 911;Descrição detalhada do Produto 911;1020.81;234
912;Produto 912;Descrição detalhada do Produto 912;513.13;147
913;Produto 913;Descrição detalhada do Produto 913;1008.77;445
914;Produto 914;Descrição detalhada do Produto 914;1419.53;151
915;Produto 915;Descrição detalhada do Produto 915;269.86;104
916;Produto 916;Descrição detalhada do Produto 916;1084.23;144
917;Produto 917;Descrição detalhada do Produto 917;1395.78;160
918;Produto 918;Descrição detalhada do Produto 918;552.87;336
919;Produto 919;Descrição detalhada do Produto 919;198.41;453
920;Produto 920;Descrição detalhada do Produto 920;623.25;266
921;Produto 921;Descrição detalhada do Produto 921;370.09;380
922;Produto 922;Descrição detalhada do Produto 922;1316.48;405
923;Produto 923;Descrição detalhada do Produto 923;1407.02;451
924;Produto 924;Descrição detalhada do Produto 924;928.45;22
925;Produto 925;Descrição detalhada do Produto 925;546.73;422
926;Produto 926;Descrição detalhada do Produto 926;470.63;415
927;Produto 927;Descrição detalhada do Produto 927;1285.28;153
928;Produto 928;Descrição detalhada do Produto 928;878.35;415
929;Produto 929;Descrição detalhada do Produto 929;1299.73;210
930;Produto 930;Descrição detalhada do Produto 930;625.31;280
931;Produto 931;Descrição detalhada do Produto 931;681.47;311
932;Produto 932;Descrição detalhada do Produto 932;496.8;266
933;Produto 933;Descrição detalhada do Produto 933;249.0;423
934;Produto 934;Descrição detalhada do Produto 934;746.8;24
935;Produto 935;Descrição detalhada do Produto 935;132.3;410
936;Produto 936;Descrição detalhada do Produto 936;963.07;33
937;Produto 937;Descrição detalhada do Produto 937;132.95;500
938;Produto 938;Descrição detalhada do Produto 938;706.22;409
939;Produto 939;Descrição detalhada do Produto 939;101.02;148
940;Produto 940;Descrição detalhada do Produto 940;556.12;120
941;Produto 941;Descrição detalhada do Produto 941;60.19;307
942;Produto 942;Descrição detalhada do Produto 942;778.46;483
943;Produto 943;Descrição detalhada do Produto 943;15.37;5
944;Produto 944;Descrição detalhada do Produto 944;580.27;153
945;Produto 945;Descrição detalhada do Produto 945;863.58;164
946;Produto 946;Descrição detalhada do Produto 946;595.15;326
947;Produto 947;Descrição detalhada do Produto 947;1047.81;227
948;Produto 948;Descrição detalhada do Produto 948;868.86;99
949;Produto 949;Descrição detalhada do Produto 949;183.69;437
950;Produto 950;Descrição detalhada do Produto 950;467.85;200
951;Produto 951;Descrição detalhada do Produto 951;88.51;7
952;Produto 952;Descrição detalhada do Produto 952;1386.76;267
953;Produto 953;Descrição detalhada do Produto 953;686.59;449
954;Produto 954;Descrição detalhada do Produto 954;758.26;452
955;Produto 955;Descrição detalhada do Produto 955;816.56;456
956;Produto 956;Descrição detalhada do Produto 956;198.38;216
957;Produto 957;Descrição detalhada do Produto 957;458.5;9
958;Produto 958;Descrição detalhada do Produto 958;1397.28;301
959;Produto 959;Descrição detalhada do Produto 959;1384.55;69
960;Produto 960;Descrição detalhada do Produto 960;388.85;160
961;Produto 961;Descrição detalhada do Produto 961;1125.27;436
962;Produto 962;Descrição detalhada do Produto 962;787.23;416
963;Produto 963;Descrição detalhada do Produto 963;1411.18;68
964;Produto 964;Descrição detalhada do Produto 964;150.19;41
965;Produto 965;Descrição detalhada do Produto 965;430.89;150
966;Produto 966;Descrição detalhada do Produto 966;1071.11;379
967;Produto 967;Descrição detalhada do Produto 967;1461.98;385
968;Produto 968;Descrição detalhada do Produto 968;432.99;425
969;Produto 969;Descrição detalhada do Produto 969;133.25;222
970;Produto 970;Descrição detalhada do Produto 970;422.5;337
971;Produto 971;Descrição detalhada do Produto 971;390.83;29
972;Produto 972;Descrição detalhada do Produto 972;1171.4;153
973;Produto 973;Descrição detalhada do Produto 973;242.04;140
974;Produto 974;Descrição detalhada do Produto 974;960.58;259
975;Produto 975;Descrição detalhada do Produto 975;1450.79;300
976;Produto 976;Descrição detalhada do Produto 976;359.16;475
977;Produto 977;Descrição detalhada do Produto 977;381.7;206
978;Produto 978;Descrição detalhada do Produto 978;691.31;152
979;Produto 979;Descrição detalhada do Produto 979;699.37;239
980;Produto 980;Descrição detalhada do Produto 980;1279.45;217
981;Produto 981;Descrição detalhada do Produto 981;259.64;258
982;Produto 982;Descrição detalhada do Produto 982;762.61;373
983;Produto 983;Descrição detalhada do Produto 983;35.84;341
984;Produto 984;Descrição detalhada do Produto 984;983.2;427
985;Produto 985;Descrição detalhada do Produto 985;539.93;329
986;Produto 986;Descrição detalhada do Produto 986;374.18;346
987;Produto 987;Descrição detalhada do Produto 987;43.83;418
988;Produto 988;Descrição detalhada do Produto 988;250.92;195
989;Produto 989;Descrição detalhada do Produto 989;9.06;382
990;Produto 990;Descrição detalhada do Produto 990;370.88;307
991;Produto 991;Descrição detalhada do Produto 991;865.22;439
992;Produto 992;Descrição detalhada do Produto 992;1111.83;64
993;Produto 993;Descrição detalhada do Produto 993;420.4;150
994;Produto 994;Descrição detalhada do Produto 994;1493.63;145
995;Produto 995;Descrição detalhada do Produto 995;240.78;207
996;Produto 996;Descrição detalhada do Produto 996;74.52;84
997;Produto 997;Descrição detalhada do Produto 997;83.37;421
998;Produto 998;Descrição detalhada do Produto 998;1149.89;302
999;Produto 999;Descrição detalhada do Produto 999;188.39;198
1000;Produto 1000;Descrição detalhada do Produto 1000;1425.54;296
1001;Produto 1001;Descrição detalhada do Produto 1001;327.87;309
1002;Produto 1002;Descrição detalhada do Produto 1002;531.32;287
1003;Produto 1003;Descrição detalhada do Produto 1003;186.22;198
1004;Produto 1004;Descrição detalhada do Produto 1004;146.03;260
1005;Produto 1005;Descrição detalhada do Produto 1005;198.04;477
1006;Produto 1006;Descrição detalhada do Produto 1006;671.19;265
1007;Produto 1007;Descrição detalhada do Produto 1007;1459.47;471
1008;Produto 1008;Descrição detalhada do Produto 1008;911.14;176
1009;Produto 1009;Descrição detalhada do Produto 1009;1118.64;234
1010;Produto 1010;Descrição detalhada do Produto 1010;1244.87;156
1011;Produto 1011;Descrição detalhada do Produto 1011;423.94;238
1012;Produto 1012;Descrição detalhada do Produto 1012;916.79;414
1013;Produto 1013;Descrição detalhada do Produto 1013;288.12;369
1014;Produto 1014;Descrição detalhada do Produto 1014;885.75;359
1015;Produto 1015;Descrição detalhada do Produto 1015;867.04;354
1016;Produto 1016;Descrição detalhada do Produto 1016;1237.13;464
1017;Produto 1017;Descrição detalhada do Produto 1017;177.83;104
1018;Produto 1018;Descrição detalhada do Produto 1018;236.3;93
1019;Produto 1019;Descrição detalhada do Produto 1019;1397.57;128
1020;Produto 1020;Descrição detalhada do Produto 1020;1097.63;475
1021;Produto 1021;Descrição detalhada do Produto 1021;1168.04;53
1022;Produto 1022;Descrição detalhada do Produto 1022;1362.42;413
1023;Produto 1023;Descrição detalhada do Produto 1023;1350.17;407
1024;Produto 1024;Descrição detalhada do Produto 1024;321.35;340
1025;Produto 1025;Descrição detalhada do Produto 1025;1109.56;329
1026;Produto 1026;Descrição detalhada do Produto 1026;988.53;236
1027;Produto 1027;Descrição detalhada do Produto 1027;906.6;163
1028;Produto 1028;Descrição detalhada do Produto 1028;983.38;69
1029;Produto 1029;Descrição detalhada do Produto 1029;340.53;149
1030;Produto 1030;Descrição detalhada do Produto 1030;354.09;415
1031;Produto 1031;Descrição detalhada do Produto 1031;449.64;365
1032;Produto 1032;Descrição detalhada do Produto 1032;774.1;303
1033;Produto 1033;Descrição detalhada do Produto 1033;95.62;129
1034;Produto 1034;Descrição detalhada do Produto 1034;940.62;268
1035;Produto 1035;Descrição detalhada do Produto 1035;721.73;58
1036;Produto 1036;Descrição detalhada do Produto 1036;679.93;284
1037;Produto 1037;Descrição detalhada do Produto 1037;103.79;384
1038;Produto 1038;Descrição detalhada do Produto 1038;332.51;413
1039;Produto 1039;Descrição detalhada do Produto 1039;185.69;113
1040;Produto 1040;Descrição detalhada do Produto 1040;989.65;292
1041;Produto 1041;Descrição detalhada do Produto 1041;219.6;35
1042;Produto 1042;Descrição detalhada do Produto 1042;1281.26;78
1043;Produto 1043;Descrição detalhada do Produto 1043;1428.27;132
1044;Produto 1044;Descrição detalhada do Produto 1044;134.47;72
1045;Produto 1045;Descrição detalhada do Produto 1045;687.95;46
1046;Produto 1046;Descrição detalhada do Produto 1046;608.42;437
1047;Produto 1047;Descrição detalhada do Produto 1047;620.93;21
1048;Produto 1048;Descrição detalhada do Produto 1048;617.22;17
1049;Produto 1049;Descrição detalhada do Produto 1049;618.01;140
1050;Produto 1050;Descrição detalhada do Produto 1050;439.53;162
1051;Produto 1051;Descrição detalhada do Produto 1051;1060.56;412
1052;Produto 1052;Descrição detalhada do Produto 1052;1002.74;446
1053;Produto 1053;Descrição detalhada do Produto 1053;471.17;115
1054;Produto 1054;Descrição detalhada do Produto 1054;1420.96;2
1055;Produto 1055;Descrição detalhada do Produto 1055;256.24;83
1056;Produto 1056;Descrição detalhada do Produto 1056;414.48;359
1057;Produto 1057;Descrição detalhada do Produto 1057;882.96;368
1058;Produto 1058;Descrição detalhada do Produto 1058;1169.9;53
1059;Produto 1059;Descrição detalhada do Produto 1059;269.85;436
1060;Produto 1060;Descrição detalhada do Produto 1060;324.22;461
1061;Produto 1061;Descrição detalhada do Produto 1061;1036.64;335
1062;Produto 1062;Descrição detalhada do Produto 1062;1072.38;244
1063;Produto 1063;Descrição detalhada do Produto 1063;469.54;397
1064;Produto 1064;Descrição detalhada do Produto 1064;984.89;383
1065;Produto 1065;Descrição detalhada do Produto 1065;264.01;62
1066;Produto 1066;Descrição detalhada do Produto 1066;335.49;404
1067;Produto 1067;Descrição detalhada do Produto 1067;719.02;497
1068;Produto 1068;Descrição detalhada do Produto 1068;1081.81;425
1069;Produto 1069;Descrição detalhada do Produto 1069;80.27;283
1070;Produto 1070;Descrição detalhada do Produto 1070;54.5;23
1071;Produto 1071;Descrição detalhada do Produto 1071;1173.43;387
1072;Produto 1072;Descrição detalhada do Produto 1072;139.98;188
1073;Produto 1073;Descrição detalhada do Produto 1073;735.36;408
1074;Produto 1074;Descrição detalhada do Produto 1074;1133.86;26
1075;Produto 1075;Descrição detalhada do Produto 1075;308.52;422
1076;Produto 1076;Descrição detalhada do Produto 1076;749.94;189
1077;Produto 1077;Descrição detalhada do Produto 1077;1427.28;97
1078;Produto 1078;Descrição detalhada do Produto 1078;153.63;391
1079;Produto 1079;Descrição detalhada do Produto 1079;376.39;424
1080;Produto 1080;Descrição detalhada do Produto 1080;1486.0;158
1081;Produto 1081;Descrição detalhada do Produto 1081;277.16;151
1082;Produto 1082;Descrição detalhada do Produto 1082;174.45;428
1083;Produto 1083;Descrição detalhada do Produto 1083;218.46;109
1084;Produto 1084;Descrição detalhada do Produto 1084;654.67;24
1085;Produto 1085;Descrição detalhada do Produto 1085;784.51;316
1086;Produto 1086;Descrição detalhada do Produto 1086;1224.56;276
1087;Produto 1087;Descrição detalhada do Produto 1087;738.0;366
1088;Produto 1088;Descrição detalhada do Produto 1088;1063.24;221
1089;Produto 1089;Descrição detalhada do Produto 1089;1320.65;69
1090;Produto 1090;Descrição detalhada do Produto 1090;990.41;203
1091;Produto 1091;Descrição detalhada do Produto 1091;341.63;29
1092;Produto 1092;Descrição detalhada do Produto 1092;1052.63;396
1093;Produto 1093;Descrição detalhada do Produto 1093;961.01;137
1094;Produto 1094;Descrição detalhada do Produto 1094;340.55;469
1095;Produto 1095;Descrição detalhada do Produto 1095;715.38;223
1096;Produto 1096;Descrição detalhada do Produto 1096;1021.53;346
1097;Produto 1097;Descrição detalhada do Produto 1097;1444.95;215
1098;Produto 1098;Descrição detalhada do Produto 1098;1298.76;16
1099;Produto 1099;Descrição detalhada do Produto 1099;512.92;338
1100;Produto 1100;Descrição detalhada do Produto 1100;494.55;158
1101;Produto 1101;Descrição detalhada do Produto 1101;1345.7;446
1102;Produto 1102;Descrição detalhada do Produto 1102;1302.87;402
1103;Produto 1103;Descrição detalhada do Produto 1103;195.28;235
1104;Produto 1104;Descrição detalhada do Produto 1104;361.83;321
1105;Produto 1105;Descrição detalhada do Produto 1105;858.48;16
1106;Produto 1106;Descrição detalhada do Produto 1106;386.09;138
1107;Produto 1107;Descrição detalhada do Produto 1107;1259.27;241
1108;Produto 1108;Descrição detalhada do Produto 1108;815.86;183
1109;Produto 1109;Descrição detalhada do Produto 1109;1082.02;478
1110;Produto 1110;Descrição detalhada do Produto 1110;1379.76;187
1111;Produto 1111;Descrição detalhada do Produto 1111;394.78;363
1112;Produto 1112;Descrição detalhada do Produto 1112;175.84;317
1113;Produto 1113;Descrição detalhada do Produto 1113;579.04;283
1114;Produto 1114;Descrição detalhada do Produto 1114;1229.71;250
1115;Produto 1115;Descrição detalhada do Produto 1115;1029.57;92
1116;Produto 1116;Descrição detalhada do Produto 1116;700.36;459
1117;Produto 1117;Descrição detalhada do Produto 1117;818.12;88
1118;Produto 1118;Descrição detalhada do Produto 1118;1482.64;71
1119;Produto 1119;Descrição detalhada do Produto 1119;151.04;490
1120;Produto 1120;Descrição detalhada do Produto 1120;921.82;330
1121;Produto 1121;Descrição detalhada do Produto 1121;672.44;169
1122;Produto 1122;Descrição detalhada do Produto 1122;1267.81;87
1123;Produto 1123;Descrição detalhada do Produto 1123;760.48;498
1124;Produto 1124;Descrição detalhada do Produto 1124;220.15;410
1125;Produto 1125;Descrição detalhada do Produto 1125;717.6;369
1126;Produto 1126;Descrição detalhada do Produto 1126;351.02;93
1127;Produto 1127;Descrição detalhada do Produto 1127;201.52;365
1128;Produto 1128;Descrição detalhada do Produto 1128;424.66;176
1129;Produto 1129;Descrição detalhada do Produto 1129;1302.64;76
1130;Produto 1130;Descrição detalhada do Produto 1130;855.57;345
1131;Produto 1131;Descrição detalhada do Produto 1131;974.82;405
1132;Produto 1132;Descrição detalhada do Produto 1132;812.3;456
1133;Produto 1133;Descrição detalhada do Produto 1133;1485.56;110
1134;Produto 1134;Descrição detalhada do Produto 1134;721.31;339
1135;Produto 1135;Descrição detalhada do Produto 1135;784.86;100
1136;Produto 1136;Descrição detalhada do Produto 1136;1462.41;104
1137;Produto 1137;Descrição detalhada do Produto 1137;896.43;27
1138;Produto 1138;Descrição detalhada do Produto 1138;1125.5;426
1139;Produto 1139;Descrição detalhada do Produto 1139;512.17;55
1140;Produto 1140;Descrição detalhada do Produto 1140;1467.34;438
1141;Produto 1141;Descrição detalhada do Produto 1141;1145.78;472
1142;Produto 1142;Descrição detalhada do Produto 1142;577.4;355
1143;Produto 1143;Descrição detalhada do Produto 1143;986.57;289
1144;Produto 1144;Descrição detalhada do Produto 1144;191.25;195
1145;Produto 1145;Descrição detalhada do Produto 1145;95.37;37
1146;Produto 1146;Descrição detalhada do Produto 1146;224.65;213
1147;Produto 1147;Descrição detalhada do Produto 1147;1122.48;289
1148;Produto 1148;Descrição detalhada do Produto 1148;256.81;179
1149;Produto 1149;Descrição detalhada do Produto 1149;499.05;296
1150;Produto 1150;Descrição detalhada do Produto 1150;576.71;11
1151;Produto 1151;Descrição detalhada do Produto 1151;200.06;229
1152;Produto 1152;Descrição detalhada do Produto 1152;1014.95;33
1153;Produto 1153;Descrição detalhada do Produto 1153;444.03;385
1154;Produto 1154;Descrição detalhada do Produto 1154;993.14;325
1155;Produto 1155;Descrição detalhada do Produto 1155;402.91;296
1156;Produto 1156;Descrição detalhada do Produto 1156;1328.93;100
1157;Produto 1157;Descrição detalhada do Produto 1157;779.85;263
1158;Produto 1158;Descrição detalhada do Produto 1158;227.85;83
1159;Produto 1159;Descrição detalhada do Produto 1159;424.99;370
1160;Produto 1160;Descrição detalhada do Produto 1160;1001.53;336
1161;Produto 1161;Descrição detalhada do Produto 1161;1404.89;428
1162;Produto 1162;Descrição detalhada do Produto 1162;502.35;202
1163;Produto 1163;Descrição detalhada do Produto 1163;560.02;81
1164;Produto 1164;Descrição detalhada do Produto 1164;356.59;413
1165;Produto 1165;Descrição detalhada do Produto 1165;1369.73;364
1166;Produto 1166;Descrição detalhada do Produto 1166;547.61;231
1167;Produto 1167;Descrição detalhada do Produto 1167;115.95;324
1168;Produto 1168;Descrição detalhada do Produto 1168;480.13;88
1169;Produto 1169;Descrição detalhada do Produto 1169;827.83;295
1170;Produto 1170;Descrição detalhada do Produto 1170;242.17;140
1171;Produto 1171;Descrição detalhada do Produto 1171;296.3;215
1172;Produto 1172;Descrição detalhada do Produto 1172;883.45;491
1173;Produto 1173;Descrição detalhada do Produto 1173;341.52;248
1174;Produto 1174;Descrição detalhada do Produto 1174;724.23;173
1175;Produto 1175;Descrição detalhada do Produto 1175;1459.52;138
1176;Produto 1176;Descrição detalhada do Produto 1176;814.29;396
1177;Produto 1177;Descrição detalhada do Produto 1177;848.62;53
1178;Produto 1178;Descrição detalhada do Produto 1178;646.35;408
1179;Produto 1179;Descrição detalhada do Produto 1179;826.62;268
1180;Produto 1180;Descrição detalhada do Produto 1180;406.35;499
1181;Produto 1181;Descrição detalhada do Produto 1181;1280.69;248
1182;Produto 1182;Descrição detalhada do Produto 1182;1498.84;173
1183;Produto 1183;Descrição detalhada do Produto 1183;993.32;345
1184;Produto 1184;Descrição detalhada do Produto 1184;1216.29;112
1185;Produto 1185;Descrição detalhada do Produto 1185;405.8;30
1186;Produto 1186;Descrição detalhada do Produto 1186;634.2;279
1187;Produto 1187;Descrição detalhada do Produto 1187;1372.62;215
1188;Produto 1188;Descrição detalhada do Produto 1188;310.9;186
1189;Produto 1189;Descrição detalhada do Produto 1189;317.24;474
1190;Produto 1190;Descrição detalhada do Produto 1190;1313.7;130
1191;Produto 1191;Descrição detalhada do Produto 1191;563.23;240
1192;Produto 1192;Descrição detalhada do Produto 1192;568.27;111
1193;Produto 1193;Descrição detalhada do Produto 1193;269.84;241
1194;Produto 1194;Descrição detalhada do Produto 1194;28.99;370
1195;Produto 1195;Descrição detalhada do Produto 1195;159.54;473
1196;Produto 1196;Descrição detalhada do Produto 1196;1178.9;207
1197;Produto 1197;Descrição detalhada do Produto 1197;15.27;313
1198;Produto 1198;Descrição detalhada do Produto 1198;121.6;460
1199;Produto 1199;Descrição detalhada do Produto 1199;561.9;331
1200;Produto 1200;Descrição detalhada do Produto 1200;1302.1;193
1201;Produto 1201;Descrição detalhada do Produto 1201;1403.85;14
1202;Produto 1202;Descrição detalhada do Produto 1202;563.43;332
1203;Produto 1203;Descrição detalhada do Produto 1203;1348.49;47
1204;Produto 1204;Descrição detalhada do Produto 1204;1332.36;118
1205;Produto 1205;Descrição detalhada do Produto 1205;52.88;260
1206;Produto 1206;Descrição detalhada do Produto 1206;668.37;493
1207;Produto 1207;Descrição detalhada do Produto 1207;470.08;471
1208;Produto 1208;Descrição detalhada do Produto 1208;1256.37;460
1209;Produto 1209;Descrição detalhada do Produto 1209;387.1;58
1210;Produto 1210;Descrição detalhada do Produto 1210;165.1;384
1211;Produto 1211;Descrição detalhada do Produto 1211;1238.59;47
1212;Produto 1212;Descrição detalhada do Produto 1212;1270.34;162
1213;Produto 1213;Descrição detalhada do Produto 1213;351.27;494
1214;Produto 1214;Descrição detalhada do Produto 1214;958.97;111
1215;Produto 1215;Descrição detalhada do Produto 1215;448.44;138
1216;Produto 1216;Descrição detalhada do Produto 1216;490.35;497
1217;Produto 1217;Descrição detalhada do Produto 1217;396.3;301
1218;Produto 1218;Descrição detalhada do Produto 1218;575.73;420
1219;Produto 1219;Descrição detalhada do Produto 1219;575.72;132
1220;Produto 1220;Descrição detalhada do Produto 1220;760.64;5
1221;Produto 1221;Descrição detalhada do Produto 1221;318.13;260
1222;Produto 1222;Descrição detalhada do Produto 1222;977.81;102
1223;Produto 1223;Descrição detalhada do Produto 1223;634.09;253
1224;Produto 1224;Descrição detalhada do Produto 1224;238.49;277
1225;Produto 1225;Descrição detalhada do Produto 1225;1395.91;253
1226;Produto 1226;Descrição detalhada do Produto 1226;205.78;88
1227;Produto 1227;Descrição detalhada do Produto 1227;1383.21;291
1228;Produto 1228;Descrição detalhada do Produto 1228;1224.96;62
1229;Produto 1229;Descrição detalhada do Produto 1229;639.53;406
1230;Produto 1230;Descrição detalhada do Produto 1230;774.18;84
1231;Produto 1231;Descrição detalhada do Produto 1231;70.77;196
1232;Produto 1232;Descrição detalhada do Produto 1232;1147.92;164
1233;Produto 1233;Descrição detalhada do Produto 1233;1164.44;221
1234;Produto 1234;Descrição detalhada do Produto 1234;244.62;369
1235;Produto 1235;Descrição detalhada do Produto 1235;109.1;215
1236;Produto 1236;Descrição detalhada do Produto 1236;295.43;228
1237;Produto 1237;Descrição detalhada do Produto 1237;1142.0;381
1238;Produto 1238;Descrição detalhada do Produto 1238;171.94;199
1239;Produto 1239;Descrição detalhada do Produto 1239;401.09;421
1240;Produto 1240;Descrição detalhada do Produto 1240;308.54;325
1241;Produto 1241;Descrição detalhada do Produto 1241;1469.3;40
1242;Produto 1242;Descrição detalhada do Produto 1242;120.19;125
1243;Produto 1243;Descrição detalhada do Produto 1243;594.38;466
1244;Produto 1244;Descrição detalhada do Produto 1244;420.28;25
1245;Produto 1245;Descrição detalhada do Produto 1245;505.16;388
1246;Produto 1246;Descrição detalhada do Produto 1246;1251.04;272
1247;Produto 1247;Descrição detalhada do Produto 1247;385.39;451
1248;Produto 1248;Descrição detalhada do Produto 1248;313.2;186
1249;Produto 1249;Descrição detalhada do Produto 1249;293.33;59
1250;Produto 1250;Descrição detalhada do Produto 1250;1163.51;254
1251;Produto 1251;Descrição detalhada do Produto 1251;784.89;289
1252;Produto 1252;Descrição detalhada do Produto 1252;1121.88;244
1253;Produto 1253;Descrição detalhada do Produto 1253;7.51;198
1254;Produto 1254;Descrição detalhada do Produto 1254;352.6;479
1255;Produto 1255;Descrição detalhada do Produto 1255;434.19;179
1256;Produto 1256;Descrição detalhada do Produto 1256;258.63;41
1257;Produto 1257;Descrição detalhada do Produto 1257;1211.48;52
1258;Produto 1258;Descrição detalhada do Produto 1258;1006.48;112
1259;Produto 1259;Descrição detalhada do Produto 1259;1178.31;132
1260;Produto 1260;Descrição detalhada do Produto 1260;1032.38;32
1261;Produto 1261;Descrição detalhada do Produto 1261;1400.14;363
1262;Produto 1262;Descrição detalhada do Produto 1262;1385.68;293
1263;Produto 1263;Descrição detalhada do Produto 1263;663.89;419
1264;Produto 1264;Descrição detalhada do Produto 1264;935.09;52
1265;Produto 1265;Descrição detalhada do Produto 1265;1369.5;10
1266;Produto 1266;Descrição detalhada do Produto 1266;1317.87;150
1267;Produto 1267;Descrição detalhada do Produto 1267;1296.07;425
1268;Produto 1268;Descrição detalhada do Produto 1268;130.02;386
1269;Produto 1269;Descrição detalhada do Produto 1269;262.39;185
1270;Produto 1270;Descrição detalhada do Produto 1270;544.33;169
1271;Produto 1271;Descrição detalhada do Produto 1271;847.22;269
1272;Produto 1272;Descrição detalhada do Produto 1272;537.63;290
1273;Produto 1273;Descrição detalhada do Produto 1273;964.18;307
1274;Produto 1274;Descrição detalhada do Produto 1274;1285.87;288
1275;Produto 1275;Descrição detalhada do Produto 1275;113.03;70
1276;Produto 1276;Descrição detalhada do Produto 1276;1438.42;405
1277;Produto 1277;Descrição detalhada do Produto 1277;1087.0;487
1278;Produto 1278;Descrição detalhada do Produto 1278;541.06;376
1279;Produto 1279;Descrição detalhada do Produto 1279;358.86;19
1280;Produto 1280;Descrição detalhada do Produto 1280;756.07;384
1281;Produto 1281;Descrição detalhada do Produto 1281;1252.9;133
1282;Produto 1282;Descrição detalhada do Produto 1282;21.14;89
1283;Produto 1283;Descrição detalhada do Produto 1283;973.89;427
1284;Produto 1284;Descrição detalhada do Produto 1284;1109.99;488
1285;Produto 1285;Descrição detalhada do Produto 1285;719.83;4
1286;Produto 1286;Descrição detalhada do Produto 1286;924.37;291
1287;Produto 1287;Descrição detalhada do Produto 1287;1118.15;4
1288;Produto 1288;Descrição detalhada do Produto 1288;516.35;342
1289;Produto 1289;Descrição detalhada do Produto 1289;1339.3;289
1290;Produto 1290;Descrição detalhada do Produto 1290;1377.9;100
1291;Produto 1291;Descrição detalhada do Produto 1291;800.7;404
1292;Produto 1292;Descrição detalhada do Produto 1292;785.63;73
1293;Produto 1293;Descrição detalhada do Produto 1293;1389.89;126
1294;Produto 1294;Descrição detalhada do Produto 1294;394.56;494
1295;Produto 1295;Descrição detalhada do Produto 1295;932.22;482
1296;Produto 1296;Descrição detalhada do Produto 1296;1430.69;106
1297;Produto 1297;Descrição detalhada do Produto 1297;1309.95;362
1298;Produto 1298;Descrição detalhada do Produto 1298;577.41;118
1299;Produto 1299;Descrição detalhada do Produto 1299;1179.83;269
1300;Produto 1300;Descrição detalhada do Produto 1300;944.66;469
1301;Produto 1301;Descrição detalhada do Produto 1301;1161.51;188
1302;Produto 1302;Descrição detalhada do Produto 1302;269.24;238
1303;Produto 1303;Descrição detalhada do Produto 1303;333.52;134
1304;Produto 1304;Descrição detalhada do Produto 1304;918.95;60
1305;Produto 1305;Descrição detalhada do Produto 1305;895.07;174
1306;Produto 1306;Descrição detalhada do Produto 1306;1321.71;214
1307;Produto 1307;Descrição detalhada do Produto 1307;1291.35;328
1308;Produto 1308;Descrição detalhada do Produto 1308;247.29;113
1309;Produto 1309;Descrição detalhada do Produto 1309;145.93;258
1310;Produto 1310;Descrição detalhada do Produto 1310;740.91;233
1311;Produto 1311;Descrição detalhada do Produto 1311;1105.9;79
1312;Produto 1312;Descrição detalhada do Produto 1312;606.38;474
1313;Produto 1313;Descrição detalhada do Produto 1313;1117.32;128
1314;Produto 1314;Descrição detalhada do Produto 1314;1138.86;230
1315;Produto 1315;Descrição detalhada do Produto 1315;387.6;183
1316;Produto 1316;Descrição detalhada do Produto 1316;1199.04;161
1317;Produto 1317;Descrição detalhada do Produto 1317;110.92;483
1318;Produto 1318;Descrição detalhada do Produto 1318;96.78;75
1319;Produto 1319;Descrição detalhada do Produto 1319;77.64;179
1320;Produto 1320;Descrição detalhada do Produto 1320;452.58;362
1321;Produto 1321;Descrição detalhada do Produto 1321;1159.61;238
1322;Produto 1322;Descrição detalhada do Produto 1322;1074.78;230
1323;Produto 1323;Descrição detalhada do Produto 1323;122.22;446
